FIPS,Per_Farm_Sales_Less_10000,Per_Farm_Sales_10000_249999,Per_Farm_Sales_Gr_250000,MARKET_VALUE,Per_Crop_Sales,Per_Grain_Mark_Val,Per_Cotton_Mark_Val,Per_Tob_Mark_Val,Per_Other_Crop_Mark_Val,Per_Veg_Sale_Mkt_Val,Per_Fruit_Sales_Mkt_Val,Per_Nursery_Sales_Val,Per_Cut_Tree_Sales_Val,Per_Ani_Sales_Mark_Val,Per_Poul_Sales_Mark_Val,Per_Milk_Sales_Mrk_Val,Per_Cattle_Sales_Mrk_Val,Per_Hog_Sales_Mrk_Val,Per_Sheep_Sales_Mrk_Val,PER_AQ_SALES,PER_EQ_SALES,PER_SP_AN_SALES,Net_Income_Total,Net_Income_Per_Farm,Net_Income_Per_Producer,Net_Income_Per_Prod_Per_Farm,Dir_Sales_Per_Farm,Gov_Payments_Per_Farm,Per_Farm_Gov_Payment,Conserv_Payments_PerFarm,Fed_Pay_Per_Farm,CCC_Loan_Per_Farm,Per_Exp_Livestock,Per_Exp_Feeds,Per_Exp_Seed,Per_Exp_Fert,Per_Exp_Chem,Per_Exp_Interest,Market_Value_Land_perFarm,Mar_Val_Equip_perFarm,Per_Prod_Farmers,Per_Prod_Other,Per_Prod_Off_Farm_100Days,Prod_Aver_Age,Per_Prod_Over65,Per_Farms_LE35Years,Per_Farms_Beg_Prod,Per_Farms_Fem_Prod,Per_Farms_NAIA_Prod,Per_Farms_Asian_Prod,Per_Farms_Black_Prod,Per_Farms_Hawaiian,Per_Farms_White_Prod,Per_Farm_Latino,Farm_Num,Change_Farm_Num,Av_Farm_Size,Per_Farm_Tot_Land_Area,Farmland_Irrigated_Acres.Per_Acres,Per_Cropland_Total_Area,Crop_Per_Farmland,Har_Crop_Per_Farmland,Per_Irrigated_All_Cropland,Per_Pasture_Farmland,Per_Irrig_Pasture,Per_Farmland_Conserv,Per_Farmland_Crop_Insur,Per_Cropland_FerLime,Per_Cropland_Fert,Per_Cropland_Manure,Per_Cropland_Insecticide,Per_Crops_Herbicide,Per_Cropland_Fungicide,Per_Fam_Farm,Per_Farm_Corperate,Per_Farms_Internet,Per_Irrig_Cropland_.Corn_Harvest_Grain,Per_Cropland_.Corn_Harvest_Grain,Per_Corn_Silage_Harv_Cropland,Per_Sorghum_Grain_Irrigated,Per_Grain_Sorghum_Harv,Per_Irrig_Wheat_.Harvest,Per_Wheat_Harv_Cropland,Per_Barley_Harvest_Grain,Per_Oats_Grain_Cropland,Per_Rice_Harvest,Per_Rye_Harv_Crop,Per_Sunflower_Oil_Harv,Per_Sunflower_NonOil_Harv,Per_Canola_Harvest_Cropland,Per_Cotton_Harv_Cropland,Per_Cotton_Irrigated_Harvest,Per_Tobacco_Harvest_Cropland,Per_Soybean_Irrigated,Per_Soybean_Harvest_Cropland,Per_Drybean_Harvest_cropland,Per_DryPea_Harvest_Cropland,Per_Potatoes_Harvest_Cropland,Per_Sugarbeets_Harvest_Cropland,Per_Sugarcane_Harvest_Cropland,Per_Peanuts_Harvest_Cropland,Per_Forage_Harvest_Cropland,Per_Hay_Harvest_Cropland,Per_Alfalfa_Harvest_Cropland,Per_Alfalfa_Irrigated,Per_DryHay_Harvest_Cropland,Per_AlfalfaHaylage_Harvest_Cropland,Per_OtherHaylage_Harvest_Cropland,Per_Vegetables_Harvest_Cropland,Per_Asparagus_Harv_Veges,Per_SnapBeans_Harvest_Vege,Per_Broccoli_Harvest_Vege,Per_Cabbage_Harvest_Vege,Per_Cantaloupes_Harvest_Vege,Per_Cucumbers_Harv_Vege,Per_Lettuce_Harv_Vege,Per_Onions_Harvest_Vege,Per_GreenPeas_Harv_Vege,Per_SweetCorn_Harv_Vege,Per_Tomatoes_Harv_Vege,Per_Watermelons_Harv_Vege,Per_Strawberries_Harv_Cropland,Per_Orchards_Cropland,Per_Irrigated_Orchards_Cropland,Per_Apples_Orchards,Per_Avocados_Orchards,Per_SweetCherries_Orchards,Per_TartCherries_Orchards,Per_Grapes_Orchards,Per_Peaches_Orchards,Per_Pears_Orchards,Per_Plums_Orchards,Per_Grapefruit_Orchards,Per_Lemons_Orchards,Per_ValenciaOranges_Orchards,Per_Oranges_Orchards,Per_Almonds_Orchards,Per_Pecans_Orchards,Per_Walnuts_Orchards,Per_Farms_Floriculture,AN_OPER,FEM_AN_OPER,Per_Fem_Animal_OP,CROP_OPER,Fem_Crop_Prod,Per_Fem_Crop,Cattle_Operations,Milk_Operations,Poul_Total_Oper,Hog.Oper,TOT_SHEEP_Oper,EQUI_OPER,TOT_AQUA_OPER,OthAn_Oper,Grain_Oper,Toba_Oper,COTT_OPER,VEGE_OPER,HORT_OPER,FRUIT_OPER,CUTTREE_OPER,FCHay_Oper,CoverCropOp,OPER_GOVT_PROG,SilvoOper
47153,66.81,31.91,1.28,"6,856,000",22.22,9.94,0,0,7.86,1.73,2.33,0.35,0,77.78,0.33,3.7,70.98,0.08,0.81,1.5,0.25,0.13,1066474,4538,1019696,4339,9010,3241,9.36,1654,3152,0,29.19,16.5,2.04,7.8,2.26,7.19,514760,83769,34.72,65.28,47.19,60,39.36,6.81,36.17,49.79,0,0,0,0,99.57,3.4,235,0.66,133,18.4,0.05,5.6,30.45,24.77,0.85,36.75,0.09,0.68,2.25,60.26,42.38,1.53,20.37,53.9,1.87,91.49,3.4,73.19,0,11.69,2.5,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0.02,0,0,0,77.53,71.73,0.26,0,71.47,0.19,6.91,0.26,0,1.49,1.95,22.22,3.81,2.53,2.48,2.23,0,1.05,6.06,0.87,0,0.16,0,79.62,0,0,0,11.46,10.6,2.63,0,0,0,0,0,0,0,0,1.7,148,70,47.2972973,106,54,51,141,3,25,4,26,8,1,6,14,0,0,10,6,10,0,78,13,5,9
47155,72.58,27.42,0,"6,109,000",35.9,2.21,0,0.14,22.65,1.23,2.53,7,0.14,64.1,0.27,0,60.37,0.2,0.77,0,1.05,1.44,55935,102,56990,104,7493,2682,18.1,5000,3750,0,8.56,10.64,1.35,7.21,1.12,6.68,554792,57122,40.49,59.51,46.05,61.1,46.05,7.5,25.78,51.92,0,0,0,0,99.82,3.11,547,-0.34,91,13.1,0.09,4.47,34.16,27.33,0.85,43.74,0.09,0.34,1.82,67.16,37.92,5.57,2.91,32.14,0.34,94.15,1.28,65.63,0,1.6,0.25,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.04,0,0.5,0,0,0.01,0,0,0,96.31,92.69,0.48,0,92.22,0.63,3.54,0.24,0,7.14,0,1.55,3.81,2.17,0.1,0,0,31.99,6.21,0.87,0,0.29,0.02,58.44,0,0,0,25.72,10.6,2.63,0.04,0,0,0,0,0,0,0,1.28,291,150,51.54639175,291,147,51,282,0,40,1,22,23,0,24,21,4,0,17,12,12,1,245,30,2,1
47157,73.68,20.3,6.02,"27,439,000",94.36,44.97,23.23,0,1.96,0.75,2.37,21.09,0,5.64,0.25,0.01,2.96,0.01,0.15,0.02,2.12,0.12,5408943,13556,4709245,11803,15834,26470,15.79,4494,29217,3.00E+05,1.1,4.87,13.86,11.56,8.94,3.04,989747,98686,37.5,62.5,45.65,59.3,39.04,9.77,33.83,57.64,1.75,1.25,8.52,0.25,89.72,2.51,399,-0.1,189,15.4,3.72,10.22,66.23,60.03,6.2,10.56,0,1.47,44.24,58.62,56.41,1.55,57.62,82.48,26.9,85.21,4.76,78.2,30,7.5,0,0.01,0.03,0,5.44,0,0,0,0,0,0,0,20.97,8.97,0,1.31,56.49,0,0,0.02,0,0,0,9.57,8.51,0.27,0,8.24,0,1.14,0.17,0,1.49,0,0.11,0,1.29,0.39,0.1,2.09,1.05,6.7,10.7,0,0.4,0.02,17.29,0,0,0,8.4,53.78,0.04,0.35,0,0,0,0,0,8.7,2.39,0.75,167,100,59.88023952,162,80,49,117,1,54,4,32,24,1,17,40,0,6,21,18,16,0,82,22,20,11
47159,67.01,31.41,1.58,"26,530,000",56.08,34.93,0,13.47,5.56,0.34,1.44,0.34,0,43.92,8.53,0.85,32.87,0.7,0.8,0,0.05,0.12,4909322,5547,4121464,4657,3184,3368,39.21,3696,3300,0,9.87,13.23,5.26,8.99,5.65,7.71,540943,71841,39.16,60.84,52.28,58.4,33.29,7.57,27.46,55.82,1.92,0.34,0.68,0.11,99.1,2.03,885,0.13,157,69,0.08,22.34,32.4,26.14,0.31,53.01,0,0.61,10.18,72.85,51.42,2.4,21.15,79.32,17.45,94.12,0.9,80,0,12.3,0.25,0,0,0,9.46,0,0,0,0,0,0,0,0,0,3.55,0,26.33,0,0,0.02,0,0,0,55.46,49.89,0.16,0,49.73,0,5.56,0.16,0,1.49,0,0.11,3.81,1.29,0.1,0,0,65.43,3.35,14.46,0,0.21,0.02,25.13,0,0,0,1.24,53.78,2.76,0,0,0,0,0,0,0.17,0,0.11,600,334,55.66666667,268,125,47,569,6,53,19,99,25,0,20,25,16,0,16,2,8,0,232,41,10,5
47161,75.84,22.88,1.29,"7,838,000",68.08,28.43,0,27.76,9.78,1.4,0.35,0.35,0,31.92,0.5,3.35,25.99,0.47,0.63,0.01,0.93,0.04,2126173,5466,1784175,4587,1725,8028,8.48,14133,5810,0,6.68,8.95,4.79,10.31,4.94,8.72,498744,63795,33.55,66.45,53.52,57.5,32.57,6.17,32.39,54.5,1.54,0.26,0,0,97.69,1.8,389,0.33,188,24.9,0.02,7.81,31.36,20.79,0.07,36.43,0,1.93,8.85,63.6,30.75,1.88,13.07,35.27,2.4,96.66,0,78.92,0,11.6,0.25,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,2.47,0,21.62,0,0,0.02,0,0,0,62.5,61.77,1.26,0.23,71.06,0.19,0.26,0.39,0,1.49,0.09,0.11,1.02,0.85,0.1,0,0,6.14,1.71,2.73,0,0.03,0,12.31,0,0,0,1.24,24.62,13.85,13.85,0,0,0,0,0,0.17,8.37,0.26,239,137,57.32217573,146,75,51,189,2,37,20,31,12,2,5,23,15,0,9,4,11,0,111,27,6,9
47163,77.51,21.47,1.01,"21,999,000",15.18,2.43,0,0.02,9.58,0.63,0.35,2.16,0.01,84.82,0.46,5.29,73.46,0.13,3.44,0,1.89,0.16,902563,763,953608,806,2455,9263,2.28,11000,7500,5000,30.43,14.66,1.56,5.44,1.38,7.47,500710,48527,30.22,69.78,50.05,59.4,40.98,7.95,27.3,52.58,0.17,0.51,0,0.08,99.49,0.93,1183,0.31,71,31.7,0.08,12.02,37.94,31.25,0.85,46.73,0.09,0.34,3.26,58.11,37.8,10.12,4.74,24.96,0.1,94.76,2.2,77.18,0,0.98,3.27,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,95.04,87.84,2.66,0,85.18,0.85,7.43,0.13,1.17,1.17,0.09,0.11,0.09,5.83,2.48,0.1,0.05,10.5,5.25,0.87,0,0.31,0.06,23.12,0,0.4,0.16,4.02,6.23,11.46,2.01,0,0,0,0,0,16.68,17.09,0.59,641,328,51.1700468,532,245,46,622,3,68,9,92,51,0,16,28,2,0,17,11,28,1,470,63,2,14
47165,75.42,22.27,2.31,"44,113,000",55.34,31.89,0,10.83,6.08,0.49,0.36,5.7,0,44.66,1.23,3.82,37.69,0.14,0.53,0,0.59,0.66,4208246,2947,3288107,2303,3547,4075,24.09,4080,4027,150000,13.08,10.54,4.86,10.13,4.86,7.5,598510,66130,32.89,67.11,50.52,58.4,34.23,9.1,30.74,59.59,0.07,0,0.63,0,98.81,1.61,1428,0.17,113,47.5,0.09,20.83,43.87,37.71,0.85,41.58,0.09,0.12,9.04,47.91,33.27,3.51,25.95,53.72,7.82,92.23,2.03,75.49,0,13.99,0.67,0,0,0,11.76,0.03,0,0,0,0,0,0,0,0,1.97,0,22.01,0,0,0,0,0,0,57.78,52.86,0.34,0,52.52,0.51,4.96,0.08,0,3.04,2.23,1.62,0.09,1.82,2.23,0.61,0.81,17.61,14.98,9.74,0,0.08,0.02,44.25,0,0,0.16,33.79,2.92,2.63,0.04,0,0,0,0,0,0.17,8.37,0.98,792,471,59.46969697,596,332,56,758,6,116,38,69,53,0,47,54,23,0,23,24,26,0,496,82,6,18
47167,62.81,26.19,11.01,"77,429,000",97.35,70.95,23.51,0,1.02,1.62,0.03,0.23,0,2.65,0.13,0,2.14,0.12,0.1,0.02,0.12,0.02,20377779,38668,16776566,31834,31358,15758,27.7,2875,16667,304524,0.95,1.5,15.47,20.52,17.83,4.08,1082305,147688,44.1,55.9,53.28,57,32.78,12.9,30.55,47.25,1.33,1.14,6.64,0,92.6,1.33,527,0.04,329,59.1,4.51,50.31,85.14,81.52,5.54,7.08,0,0.69,56.11,64.68,63.1,0.33,58.38,92.34,18.89,87.48,1.33,77.42,12.3,20.42,0.25,0,0.72,0.06,7.07,0,0,0,0,0,0,0,18.77,7.36,0,2.96,54.17,0,0,0.02,0,0,0,4.5,4.26,1.26,0.23,2.07,0,0.26,0.18,0,1.49,0,0.11,0,1.29,0,0,2.3,2.37,11.75,0,0,0.04,0,31.51,0,0,0,0,19.43,15.01,0.04,0,0,0,0,0,37.74,0,1.33,231,127,54.97835498,279,90,32,169,0,32,25,36,35,2,13,139,0,27,19,7,7,0,132,57,35,4
47169,62.15,37.54,0.32,"6,421,000",18.84,2.75,0,5.06,8.9,0.25,1.59,0.29,0,81.16,0.14,1,75.57,0.95,2.31,0,0.47,0.72,1076765,3397,1096637,3459,7500,3384,41.64,0,3384,0,16.9,16.94,1.98,9.49,2.45,5.85,461107,59710,32.77,67.23,50,57.5,32.39,10.09,27.76,51.74,0,0,4.1,0,95.27,0.32,317,0.28,134,58.2,0.13,14.83,25.47,19.09,0.85,56.68,0.09,0,1.65,102.61,44.85,1.09,2.84,80.29,0.21,95.9,0,70.66,2.5,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.45,0.95,0,0,0.02,0,0,0,94.52,86.57,0.37,0,86.2,0.19,6.91,0.41,0.05,14.91,0.09,3.54,0.09,13.24,0.1,0.1,0.05,24.5,21.38,0.87,0,0.15,0,69.73,0,0.19,0.16,1.24,26.24,0.04,0.04,0.01,0,0.01,0.01,0,0.17,0,0,216,108,50,117,48,41,211,1,22,5,29,10,0,3,4,15,0,3,5,4,0,99,31,0,4
47171,86,13,1,"1,139,000",48.86,1.51,0,0,20,8.63,16.22,2.5,0,51.14,0.22,0,14.49,0.82,0.21,35.31,0,0.09,-262249,-2623,-262249,-2623,1486,7500,1,0,7500,0,2.5,12.07,1.29,4.66,1.57,6.11,427336,53353,32.93,67.07,56.29,60.2,44.31,9,19,61,0,1,0,0,100,2,100,0.23,60,5,0.2,2.19,43.62,34.71,0.58,20.31,0,0,1.82,53.62,40.06,5.52,2.87,21.43,1.87,89,7,80,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,92.49,90.51,1.26,0.23,89.76,0,1.97,1.5,0,1.49,0.09,0.11,0,1.29,0.1,0,0,0,1.74,0.87,0,2.72,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,22,46.80851064,59,39,66,39,0,9,3,4,0,2,3,4,0,0,11,3,14,0,34,5,0,1
47173,79.21,20.79,0,"3,165,000",32,0.24,0,0.14,24.97,3.24,1.8,1.46,0.14,68,0.69,0,64.16,0.2,1.6,0,1.07,0.28,-1354942,-2683,-1363989,-2701,6849,2603,28.12,500,3750,0,8.88,14.9,1.29,12.64,1.25,9.31,357911,55794,34.21,65.79,53.47,57,35.41,11.88,38.61,52.87,0.4,0,0.59,0,98.81,0.59,505,0.64,87,30.9,0.04,8.72,28.25,24.23,0.16,45.04,0,0.34,0.25,101.63,40.63,5.06,3.89,34.36,0.22,95.64,0,61.39,0,0.38,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0,98.98,89.71,0.65,0,89.06,2.24,7.61,0.28,0,4.29,1.98,0.11,3.63,2.64,5.61,0,2.31,9.9,10.89,1.32,0,0.06,0.02,69.73,0,0.19,0.16,16.75,0.47,2.63,0,0,0,0,0,0,0,2.39,0.4,304,149,49.01315789,223,135,61,348,0,36,3,11,16,0,3,7,1,0,21,3,6,3,199,21,1,11
47175,61.7,36.78,1.52,"8,254,000",21.02,1.72,0,0,8.03,8.25,0.65,2.38,0,78.98,16.11,0.53,59.95,0.18,1.65,0,0.53,0.04,1101543,3348,633271,1925,2992,3166,30.4,13753,2504,0,14.95,19.28,2.25,13.53,4.03,5.55,541592,77245,47.94,52.06,44.38,56.6,35.02,13.07,33.43,59.88,0.3,0,0.3,0,99.7,0.3,329,0.85,162,30.4,0.19,8.38,27.57,17.76,1.05,44.53,0,1.59,0.72,89.03,38.75,15.49,3.91,53.64,0.61,93.31,0.3,65.96,0,0.94,0.69,0,0,0.06,1.15,0,0.09,0,0,0,0,0,0,0,0,0.45,0.95,0,0,0.05,0,0,0,93.76,86.52,1.34,0,85.18,0,7.24,1.52,0,1.49,0,15.63,13.54,1.29,0.1,0,0.05,6.25,2.71,24.79,0,0.15,0,89.54,0,0.19,0.16,1.24,0.47,0.04,0.04,0.01,0,0.01,0.01,0,0.17,0,0,235,145,61.70212766,144,82,57,216,13,34,11,41,24,0,13,22,0,0,34,10,9,0,106,47,5,5
47177,55.87,34.33,9.8,"126,030,000",73.43,11.38,0,0,1.99,0.05,0.72,59.24,0.05,26.57,14.46,2.27,9.31,0.1,0.24,0,0.15,0.04,39136940,34543,33840173,29868,2842,3630,30.1,3976,3603,54500,4.55,13.57,15.61,6.31,3.16,3.35,469029,89059,39.45,60.55,53.39,55.3,31.43,16.95,31.6,50.04,0.79,0.26,1.32,0.09,97.97,2.21,1133,0.03,136,55.5,1.71,30.31,54.58,43.4,3.94,31.06,0,0.14,24.4,77.96,59.47,3.44,34.33,59.92,11.58,92.76,2.12,80.32,0,9.99,0.51,0.01,0.03,0,3.5,0,0,0,0,0,0,0,0,0,0,0,30.28,0,0,0,0,0,0,37.11,32.74,0.17,0,32.57,0.19,2.47,0.11,0,9.07,0,5.1,3.81,4.11,0.57,0.1,0,7.08,2.27,0,0,0.24,0.02,28.56,0,0,0.16,4.68,28.8,30.25,0,0,0,0,0,0,0.17,0,1.06,677,339,50.07385524,540,231,43,619,12,72,19,97,49,0,13,127,0,0,21,166,14,1,296,57,5,7
47179,71.01,27.38,1.61,"42,524,000",40.22,3.94,0,3.19,8.99,20.99,2.51,0.3,0.3,59.78,7.18,7.5,43.83,0.12,0.37,0,0.57,0.21,3889152,2723,2574060,1803,50000,4002,7.28,2969,3955,0,14.03,16.91,1.75,8.49,2.42,5.97,584920,74250,36.83,63.17,49.34,58.7,37.81,11.13,30.6,55.6,0.56,0,0.14,0,99.02,1.96,1428,0.27,74,50.8,0.68,25.78,50.75,38.79,1.65,41.54,0.1,0.12,3.99,69.99,47.87,7.63,5.81,24.45,2.73,94.89,1.4,72.13,0,3.66,4.53,0,0,0,0.47,0.04,0.09,0,0.03,0,0,0,0,0,0.75,0,1.7,0,0,0.02,0,0,0,86.96,80.87,1.31,0,79.56,0.19,6.91,2.03,0.04,8.79,0,0,6.68,1.5,0.08,0.22,0.05,15.27,47.97,6.65,0,0.1,0.03,36.87,0,1.86,4.47,1.24,2.05,27.19,2.39,0,0,0,0,0,0.17,8.37,0.56,836,443,52.99043062,707,360,51,848,17,113,15,71,65,0,34,68,12,0,57,12,23,1,645,86,3,1
47181,61.17,34.89,3.94,"37,872,000",12.82,8.59,0,0,3.43,0.24,0.23,0.33,0,87.18,47.66,0.5,34.16,3.5,0.47,0.03,0.86,0.01,6853009,10004,2297816,3354,17673,3700,43.5,5167,3174,5000,33.75,21.14,2.23,8.17,1.87,6.4,489765,71722,34.52,65.48,51.1,56.6,33.06,14.16,27.3,46.13,0.58,0,0.15,0,99.27,0.88,685,0.1,207,30.2,0.01,7.38,24.45,19.24,0.04,38.75,0,2.01,5.77,107.37,45.36,18.28,3.97,41.47,0.03,94.16,2.04,60.15,0,12.51,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0.02,0,0,0,70.41,65.7,0.16,0,65.54,0,4.82,0.09,0,1.49,0,0.11,0,1.29,0,0,0.05,1.05,5.69,54.55,0,0.08,0,41.83,0,0,0,0,10.6,19.39,2.39,0,0,0,0,0,11.41,0,0.29,472,217,45.97457627,218,85,39,450,1,67,9,36,31,3,6,23,0,0,7,4,6,0,195,20,42,6
47183,64.72,23.22,12.06,"139,309,000",57.9,56.5,0.01,0,0.77,0.24,0.01,0.18,0,42.1,18.27,0.67,3.92,19.03,0.11,0,0.05,0.05,41738288,52967,20184940,25615,2567,10406,46.7,5122,10050,3.00E+05,8.43,20.78,9.67,15.88,6.93,4.27,996358,140623,40.49,59.51,48.18,57.1,35.18,13.96,29.06,48.35,0.25,0.51,0,0,99.37,1.78,788,-0.31,276,58.5,3.13,46.06,78.8,72.22,0.85,8.16,0.09,4.77,62.1,72.9,69.86,6.32,38.47,85.1,17.25,92.01,0.89,71.07,6.54,35.95,0.23,0.01,0.03,1.85,11.46,0.03,0,0,0,0,0,0,0.04,41.15,0,3.47,53,0,0,0.02,0,0,0,8.01,7.45,0.09,0,7.36,0.19,0.26,0.06,0,1.49,0.09,3.54,3.81,0.42,0.1,0.1,0.05,7.68,1.74,9.74,0,0.01,0.02,9.7,0,0,0,0,0.47,2.63,0,0,0,0,0,0,63.63,0,0.76,348,198,56.89655172,370,170,46,290,4,79,48,56,24,4,11,197,0,1,21,10,8,0,170,58,159,12
47185,63.13,35.32,1.54,"30,529,000",23.28,11.07,0,0,6.87,0.59,0.2,4.55,0,76.72,0.14,23.14,52.32,0.04,0.71,0,0.33,0.05,635862,655,671575,692,7563,2912,32.85,2546,2881,0,16.32,19.45,4.03,8.37,1.73,5.17,466043,73121,38.41,61.59,51.3,56.5,33.89,11.43,32.23,49.02,0.62,0.31,0.1,0,99.18,0.82,971,0.15,122,49.2,0.03,17.35,35.26,31.22,0.1,44.32,0.01,0.18,5.36,83.12,47.01,11.08,11.24,64.93,2.24,93.61,1.34,75.8,0,5.5,3.27,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0.02,0,0,0,78.17,69.66,0.63,0,69.03,0.44,8.93,0.35,2.66,71.45,0,0.54,0.09,1.29,0,0,0,2.16,1.85,0.62,0,0.05,0,49.6,0,0,0.16,1.24,10.6,0.04,0.04,0,0,0,0,0,0.17,0,1.65,633,287,45.33965245,432,238,55,613,7,59,18,68,31,0,17,60,0,0,25,20,10,0,366,63,5,11
47187,73.53,24.59,1.88,"30,893,000",59.15,23.24,0,0.4,10.16,3.75,2.54,19.06,0,40.85,0.23,4.31,28.94,0.2,1.47,0,4.12,1.58,1281252,1047,688188,562,17233,7013,12.66,3387,6972,80000,4.98,10.16,5.51,5.76,2.94,6.87,702557,64432,31.43,68.57,51.08,59.4,37.95,8.17,27.94,64.05,0.08,0.65,2.04,0,98.12,1.39,1224,0.17,116,38,0.34,14.69,38.61,33.83,0.85,38.32,0.09,0.21,6.86,57.04,35.87,4.81,22.3,59.51,19.69,87.34,3.68,79,0,4.81,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0.02,0,23.35,0,0,0.02,0,0,0,67.67,61.52,0.31,0,61.21,0.09,6.06,0.48,0.05,13.77,0.09,3.54,3.81,1.29,1.42,0.1,0,7.83,11.92,0.87,0,0.26,0.02,47.59,0,0,0,33.24,5.11,2.63,2.39,0,0,0,0,0,0.17,0,1.39,614,361,58.79478827,582,344,59,538,10,91,22,100,85,0,40,24,1,0,37,28,34,0,484,57,6,16
47189,72.88,26.57,0.55,"22,164,000",27.37,8.85,0,0.33,16.05,0.74,0.73,0.33,0.34,72.63,0.8,5.1,60.31,0.48,1.91,0,3.71,0.32,-5429313,-3339,-5436349,-3343,3817,3263,25.83,4579,3155,4782,9.34,18.67,2.1,5.96,1.59,8.14,568298,58928,34.7,65.3,56.58,57.7,34.89,9.59,31.8,57.38,0.74,0.37,1.54,0.06,98.28,1.72,1626,0.31,116,51.5,0.01,15.23,29.59,24.01,0.06,55.31,0,0.48,2.17,65.88,37.11,3.9,5.49,48.44,0.01,94.59,1.48,74.66,0,3.14,0.25,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,0.02,0,5.73,0,0,0,0,0,0,90.25,81.86,0.33,0,81.54,0.65,9.27,0.11,0,1.19,0.09,0.11,0.6,3.17,2.48,0.1,2.09,31.75,12.3,2.58,0,0.08,0.02,7.39,0,0.19,0.16,3.7,23.09,2.63,2.39,0,0,0,0,0,8.31,7.85,0.31,956,530,55.43933054,611,330,54,900,2,120,26,157,97,0,40,51,2,0,25,13,27,6,524,66,12,13
55001,53.9,32.14,13.96,"131,099,000",65.26,11.73,0,0,1.16,48.25,3.31,0.75,0.06,34.74,0.02,30.25,4.38,0.01,0.04,0,0.01,0.03,15602397,50657,11247310,36517,4048,6844,30.19,1362,6771,40000,0.57,15,10.72,13.45,6.11,2.89,1708212,227089,51.23,48.77,53.89,57.6,37,11.04,26.3,53.9,0,0,0,0,100,0.32,308,-0.08,381,28.4,43.47,20.46,72.13,67.53,64.04,6.73,3.36,0.21,49.69,82.84,82.87,13.22,37.04,81,22.78,81.49,5.84,80.84,61.65,21.87,5.07,0,0,0,0.62,0.03,0.14,0,0.46,0,0,0,0,0,0,34.64,12.83,0.01,0,14.77,0,0,0,15.56,11.13,10.52,17.08,0.61,3.88,2.48,42.66,0.05,24.06,0,0.11,0,1.29,0,0,7.28,28.1,1.74,0.87,0,0.15,0.02,89.54,0,0.19,0.16,1.24,0.47,0.04,0.04,0.01,0,0.01,0.01,0,0.17,0,0.97,138,94,68.11594203,205,91,44,119,14,48,14,17,3,0,7,122,0,0,27,6,9,10,102,51,10,3
55003,70.34,24.71,4.94,"17,570,000",15.02,2.45,0,0,9.86,1.1,0.52,0.85,0.24,84.98,0.28,69.15,14.95,0.25,0.06,0,0.15,0.14,3284922,12490,3288836,12505,7821,8266,12.55,685,8204,0,3.77,26.55,3.81,5.08,1.68,5.41,445403,71332,34.06,65.94,55.31,56.6,34.06,9.13,33.08,71.48,0.76,0,0,0,99.62,1.52,263,1.36,199,7.8,0.69,3.69,47.14,43.38,1.58,24.24,0,0.08,7.16,31.21,30.32,19.38,0.09,15.62,1.87,89.73,4.18,74.9,0,7.33,8.61,0,0,0,0,0,0.09,0,0.62,0,0,0,0,0,0,0,3.76,0,0,0,0,0,0,78.55,52.99,18.77,0,34.22,12.65,13.17,0.41,0.05,14.91,11.84,3.54,0.09,1.29,2.48,0.1,0.05,11.85,1.74,0.87,0,0.05,0,69.73,0,0,0,1.24,0,0,0,0,0,0,0,0,0,2.39,2.28,131,89,67.9389313,178,113,63,119,13,38,14,4,3,1,1,15,0,0,4,7,7,8,158,16,3,4
